錬金術師ギルドのセヴェリアンは、憤慨しているようだ。			錬金術師ギルドのセヴェリアンは、憤慨しているようだ。			奇怪な死体							
ふふふ……いいぞ新入り、素晴らしい！適度なとろみと、くすむことのない赤色が、作業の細密さを物語っている！			ふふふ……いいぞ新入り、素晴らしい！適度なとろみと、くすむことのない赤色が、作業の細密さを物語っている！			ふたつ目の基礎							
効果の程は、そのうち被検体で検証しておこう。ふっ、実験に毒は付き物なのでな！3個頼まれた時点で察しておけ。			効果の程は、そのうち被検体で検証しておこう。ふっ、実験に毒は付き物なのでな！3個頼まれた時点で察しておけ。			ふたつ目の基礎							
しかしお前も、錬金術のふたつ目の基礎「複数の物質を調合し、より有益な物質に変化させる」ことを実感できただろう？			しかしお前も、錬金術のふたつ目の基礎「複数の物質を調合し、より有益な物質に変化させる」ことを実感できただろう？			ふたつ目の基礎							
薬の過剰な服用が毒となるように、毒が薬となることもある。この表裏一体の性質を利用したのが、今回の毒消しだ。			薬の過剰な服用が毒となるように、毒が薬となることもある。この表裏一体の性質を利用したのが、今回の毒消しだ。			ふたつ目の基礎							
有毒のグラスバイパーなんぞ普通は見向きもされん。だが、岩塩と適切な配合で混ぜ毒消しにした途端、人々はこぞって求める。			有毒のグラスバイパーなんぞ普通は見向きもされん。だが、岩塩と適切な配合で混ぜ毒消しにした途端、人々はこぞって求める。			ふたつ目の基礎							
学び、試し、価値を生み出すのだ！その楽しみを知ったとき、お前も寝食を忘れるぞぅ！			学び、試し、価値を生み出すのだ！その楽しみを知ったとき、お前も寝食を忘れるぞぅ！			ふたつ目の基礎							
さて、講説ついでに「アマチュアモーター」をやろう。これは「副道具」と呼ばれるものだ。「主道具」と併せて装備すれば、作業の効率を上げられる。			さて、講説ついでに「アマチュアモーター」をやろう。これは「副道具」と呼ばれるものだ。「主道具」と併せて装備すれば、作業の効率を上げられる。			ふたつ目の基礎							
ふふふ……これで面倒ごとを任せられるな！引き続き研鑽を積み、私を研究に専念させてくれ！			ふふふ……これで面倒ごとを任せられるな！引き続き研鑽を積み、私を研究に専念させてくれ！			ふたつ目の基礎							
装備を変更することによって「作業精度」「加工精度」「CP」を上昇させることができます。			装備を変更することによって「作業精度」「加工精度」「CP」を上昇させることができます。			ふたつ目の基礎							
「作業精度」は作業の進む量がアップし、「加工精度」は品質の上がる量がアップし、「CP」はCPの最大値がアップします。			「作業精度」は作業の進む量がアップし、「加工精度」は品質の上がる量がアップし、「CP」はCPの最大値がアップします。			ふたつ目の基礎							
あなたの製作の目的に合わせて、装備を整えていきましょう。			あなたの製作の目的に合わせて、装備を整えていきましょう。			ふたつ目の基礎							
錬金術師ギルドへの入門を認められた冒険者。受け取った蒸留器を装備して、セヴェリアンに声をかけよう。			錬金術師ギルドへの入門を認められた冒険者。受け取った蒸留器を装備して、セヴェリアンに声をかけよう。			はじまりは純水							
さっそく蒸留器を使って蒸留水を作るよう指示された。蒸留水の材料となる「濁水」は、錬金術師ギルド入口のエスメネットから購入できる。「蒸留水」を1個製作し、錬金術師ギルドの「セヴェリアン」に渡そう。			さっそく蒸留器を使って蒸留水を作るよう指示された。蒸留水の材料となる「濁水」は、錬金術師ギルド入口のエスメネットから購入できる。「蒸留水」を1個製作し、錬金術師ギルドの「セヴェリアン」に渡そう。			はじまりは純水							
冒険者が渡した蒸留水を見たセヴェリアンは、新米錬金術師として最初の課題をこなしたことを認めてくれたようだ。※錬金術師のレベルが5以上になると、セヴェリアンから次の錬金術師クエストを受注することができます。			冒険者が渡した蒸留水を見たセヴェリアンは、新米錬金術師として最初の課題をこなしたことを認めてくれたようだ。※錬金術師のレベルが5以上になると、セヴェリアンから次の錬金術師クエストを受注することができます。			はじまりは純水							
