イシュガルド上層の不安げな商人は、飛空艇が帰還しないことを心配しているようだ。			イシュガルド上層の不安げな商人は、飛空艇が帰還しないことを心配しているようだ。			空賊たち							
レオファードの大切な人……彼女の名前は、「レミーユ」……。この肖像画の女性よ……。			レオファードの大切な人……彼女の名前は、「レミーユ」……。この肖像画の女性よ……。			ひとつの冒険の終わり							
……な、なんと……！レオファードは、育ての親の……大切な者の名前を、己の愛機につけていたのか……！			……な、なんと……！レオファードは、育ての親の……大切な者の名前を、己の愛機につけていたのか……！			ひとつの冒険の終わり							
空賊の道は、レオファード自身が己の意思で決めた生き方よ。……でも、飛空艇に「レミーユ」という名前をつけたのは、彼女にこの空を見せたかったからだって、私は思ってる。			空賊の道は、レオファード自身が己の意思で決めた生き方よ。……でも、飛空艇に「レミーユ」という名前をつけたのは、彼女にこの空を見せたかったからだって、私は思ってる。			ひとつの冒険の終わり							
……人の過去をべらべら喋るとは、いつからそんなに口が軽くなったんだ、スタシア……？			……人の過去をべらべら喋るとは、いつからそんなに口が軽くなったんだ、スタシア……？			ひとつの冒険の終わり							
相手がお前らだろうと、不幸自慢をする主義じゃねえ。……他の誰にも話すんじゃねえぞ？			相手がお前らだろうと、不幸自慢をする主義じゃねえ。……他の誰にも話すんじゃねえぞ？			ひとつの冒険の終わり							
ったく、傷を手当てしろって言ったのに、なにお喋りしてんだ。ねこジジイ、お前、マントまでボロボロじゃねえか……。……ちょっと、こっちへ来い。			ったく、傷を手当てしろって言ったのに、なにお喋りしてんだ。ねこジジイ、お前、マントまでボロボロじゃねえか……。……ちょっと、こっちへ来い。			ひとつの冒険の終わり							
……この、スカーフは…………？			……この、スカーフは…………？			ひとつの冒険の終わり							
俺たち「レッドビル」では、新しくメンバーになった奴に、そのスカーフを贈ることにしている……。……ま、いわば「仲間」の証だ。			俺たち「レッドビル」では、新しくメンバーになった奴に、そのスカーフを贈ることにしている……。……ま、いわば「仲間」の証だ。			ひとつの冒険の終わり							
……俺がレミーユに教わったのは、思い出を守ることじゃねえ。自分がこうと決めた道を貫き通す意志を持つことだ。主への忠義の心を貫き通した、お前のようにな……。			……俺がレミーユに教わったのは、思い出を守ることじゃねえ。自分がこうと決めた道を貫き通す意志を持つことだ。主への忠義の心を貫き通した、お前のようにな……。			ひとつの冒険の終わり							
確かに、あの飛空艇は、俺の想いをこめた愛機だった。……だが、おなじ想いを共有できる「仲間」のために失ったなら、決して、惜しくはねえさ。			確かに、あの飛空艇は、俺の想いをこめた愛機だった。……だが、おなじ想いを共有できる「仲間」のために失ったなら、決して、惜しくはねえさ。			ひとつの冒険の終わり							
ついでに言えば、「仲間」から謝罪の言葉を受け取るなんざ、組織として、これほどダセえことはねえ……。……だから、お前は謝るんじゃねえぞ？			ついでに言えば、「仲間」から謝罪の言葉を受け取るなんざ、組織として、これほどダセえことはねえ……。……だから、お前は謝るんじゃねえぞ？			ひとつの冒険の終わり							
…………そうだな、所詮、この現し世に目的も故郷もない身。貴様の提案に乗ってやろうではないか……。……あくまでも、仕方なく、な！			…………そうだな、所詮、この現し世に目的も故郷もない身。貴様の提案に乗ってやろうではないか……。……あくまでも、仕方なく、な！			ひとつの冒険の終わり							
……上等だ。そんじゃ、お前に「レッドビル」としての初仕事を命じる。妖異の駆逐に尽力した、もうひとりの「仲間」を見送りに出るぞ！			……上等だ。そんじゃ、お前に「レッドビル」としての初仕事を命じる。妖異の駆逐に尽力した、もうひとりの「仲間」を見送りに出るぞ！			ひとつの冒険の終わり							
