マエヌは、最後にひとつ冒険者にお願いをしたいようだ。			マエヌは、最後にひとつ冒険者にお願いをしたいようだ。			歴史的邂逅							
良質な黒土くぽ！？　とってもうれしいくぽ！白亜の宮殿周辺は、花が残ってる貴重な土地くぽ。この土は、大事に使うくぽ～！			良質な黒土くぽ！？　とってもうれしいくぽ！白亜の宮殿周辺は、花が残ってる貴重な土地くぽ。この土は、大事に使うくぽ～！			忙しき庭師たち							
そういえば、宮殿は綺麗だったくぽ？モグモモたちは、聖竜様とのお約束に従って、宮殿をキレイに保つお仕事を、任されているくぽ。			そういえば、宮殿は綺麗だったくぽ？モグモモたちは、聖竜様とのお約束に従って、宮殿をキレイに保つお仕事を、任されているくぽ。			忙しき庭師たち							
その代わり、乱暴者のドラゴン族に襲われたときとか、困ったことがあったら、聖竜様が相談に乗ってくれるくぽ！			その代わり、乱暴者のドラゴン族に襲われたときとか、困ったことがあったら、聖竜様が相談に乗ってくれるくぽ！			忙しき庭師たち							
白亜の宮殿のうろうろモーグリは、何かを探しているようだ。			白亜の宮殿のうろうろモーグリは、何かを探しているようだ。			モーグリ、みいつけた！							
うろうろモーグリは、かくれんぼをしているようだ。白亜の宮殿周辺に隠れている「モーグリたち」を3人見つけよう。			うろうろモーグリは、かくれんぼをしているようだ。白亜の宮殿周辺に隠れている「モーグリたち」を3人見つけよう。			モーグリ、みいつけた！							
隠れていたモーグリたちをすべて見つけた。白亜の宮殿の「うろうろモーグリ」に伝えよう。			隠れていたモーグリたちをすべて見つけた。白亜の宮殿の「うろうろモーグリ」に伝えよう。			モーグリ、みいつけた！							
うろうろモーグリに全員見つけたことを伝えた。次にかくれんぼをするときは、冒険者といっしょに遊びたいようだ。			うろうろモーグリに全員見つけたことを伝えた。次にかくれんぼをするときは、冒険者といっしょに遊びたいようだ。			モーグリ、みいつけた！							
隠れているモーグリたちを探す			隠れているモーグリたちを探す			モーグリ、みいつけた！							
うろうろモーグリに報告			うろうろモーグリに報告			モーグリ、みいつけた！							
かくれんぼをやったのはいいけど、全然、見つからないくぽ～。そろそろ帰りたいくぽ……。隠れてる3人に、帰ろうって言ってきてほしいくぽ……。			かくれんぼをやったのはいいけど、全然、見つからないくぽ～。そろそろ帰りたいくぽ……。隠れてる3人に、帰ろうって言ってきてほしいくぽ……。			モーグリ、みいつけた！							
かくれんぼをやったのはいいけど、全然、見つからないくぽ～。そろそろ帰りたいくぽ……。隠れてる3人に、帰ろうって言ってきてほしいくぽ……。			かくれんぼをやったのはいいけど、全然、見つからないくぽ～。そろそろ帰りたいくぽ……。隠れてる3人に、帰ろうって言ってきてほしいくぽ……。			モーグリ、みいつけた！							
見つかった～くぽ～。……わかったくぽ！　帰るくぽ～。			見つかった～くぽ～。……わかったくぽ！　帰るくぽ～。			モーグリ、みいつけた！							
隠れすぎて疲れたくぽ……。モグも帰ろうと思ってたくぽ～。			隠れすぎて疲れたくぽ……。モグも帰ろうと思ってたくぽ～。			モーグリ、みいつけた！							
モグを探しにきたくぽね？そろそろ戻ろうと思ってたところくぽ。			モグを探しにきたくぽね？そろそろ戻ろうと思ってたところくぽ。			モーグリ、みいつけた！							
自信があったのに見つかったくぽ。ちょっとくやしいくぽ……。			自信があったのに見つかったくぽ。ちょっとくやしいくぽ……。			モーグリ、みいつけた！							
もう疲れたくぽ……。帰りたいくぽ。			もう疲れたくぽ……。帰りたいくぽ。			モーグリ、みいつけた！							
ヒトさんは見つけるの上手いくぽ。あなどれないくぽ～。			ヒトさんは見つけるの上手いくぽ。あなどれないくぽ～。			モーグリ、みいつけた！							
すごいくぽ！　もう見つけたくぽ！？それにしても、ヒトさんは、かくれんぼの天才くぽ！今度かくれんぼをするときは、いっしょに遊ぶくぽ！			すごいくぽ！　もう見つけたくぽ！？それにしても、ヒトさんは、かくれんぼの天才くぽ！今度かくれんぼをするときは、いっしょに遊ぶくぽ！			モーグリ、みいつけた！							
でも、あくせくモーグリに、かくれんぼで遊んでたことが、ばれちゃって、かえりづらいくぽ～。			でも、あくせくモーグリに、かくれんぼで遊んでたことが、ばれちゃって、かえりづらいくぽ～。			モーグリ、みいつけた！							
モグモグホームのモグモモは、上の方を見上げているようだ。			モグモグホームのモグモモは、上の方を見上げているようだ。			良いクポの実							
