エーテライト・プラザ付近の使いのフビゴ族は、冒険者を探していたようだ。			エーテライト・プラザ付近の使いのフビゴ族は、冒険者を探していたようだ。			交わる世界							
ヴァナ・ディールの記憶を悪用するサレージャを止める。そして……私たちが存続できる方法を探し続けてみせるさ。			ヴァナ・ディールの記憶を悪用するサレージャを止める。そして……私たちが存続できる方法を探し続けてみせるさ。			世界に在りて君は何を願うのか？							
何と言う？			何と言う？			世界に在りて君は何を願うのか？							
今度こそサレージャとケリをつけるぞ！			今度こそサレージャとケリをつけるぞ！			世界に在りて君は何を願うのか？							
とことん付き合うよ			とことん付き合うよ			世界に在りて君は何を願うのか？							
それでは、そろそろ検査を始めましょう。おふたりは私についてきてください。			それでは、そろそろ検査を始めましょう。おふたりは私についてきてください。			世界に在りて君は何を願うのか？							
(-戦のバクージャジャ-)……いけねェ、オレサマとしたことが忘れてたぜ。			(-戦のバクージャジャ-)……いけねェ、オレサマとしたことが忘れてたぜ。			世界に在りて君は何を願うのか？							
(-戦のバクージャジャ-)まだ、あいつらにシャバーブチェのタコスを食わせてなかった。それにトライヨラには、ほかにもウマいモンが山ほどある。			(-戦のバクージャジャ-)まだ、あいつらにシャバーブチェのタコスを食わせてなかった。それにトライヨラには、ほかにもウマいモンが山ほどある。			世界に在りて君は何を願うのか？							
(-戦のバクージャジャ-)……仕方ねェな。暇ができたら、オレサマが持っていってやるか。			(-戦のバクージャジャ-)……仕方ねェな。暇ができたら、オレサマが持っていってやるか。			世界に在りて君は何を願うのか？							
(-魔のバクージャジャ-)キャハ、それは名案だねェ、兄者。			(-魔のバクージャジャ-)キャハ、それは名案だねェ、兄者。			世界に在りて君は何を願うのか？							
(-戦のバクージャジャ-)とはいえ検査についちゃ、オレサマたちの出る幕はねェ。「ブライトプルーム・ポスト」に戻ろうぜ。			(-戦のバクージャジャ-)とはいえ検査についちゃ、オレサマたちの出る幕はねェ。「ブライトプルーム・ポスト」に戻ろうぜ。			世界に在りて君は何を願うのか？							
(-戦のバクージャジャ-)軽く報告はしといたが、オマエからも「伝令役の勇連隊士」に伝えてやってくれや。			(-戦のバクージャジャ-)軽く報告はしといたが、オマエからも「伝令役の勇連隊士」に伝えてやってくれや。			世界に在りて君は何を願うのか？							
新たな「エコーズの残滓」の討伐、おつかれさまでした。バクージャジャ殿より、先んじて報告は受けております。			新たな「エコーズの残滓」の討伐、おつかれさまでした。バクージャジャ殿より、先んじて報告は受けております。			世界に在りて君は何を願うのか？							
次なる「エコーズの残滓」の出現に備えて、ヤクテル樹海の警備をさらに強化しておきます。			次なる「エコーズの残滓」の出現に備えて、ヤクテル樹海の警備をさらに強化しておきます。			世界に在りて君は何を願うのか？							
(-戦のバクージャジャ-)結局、サレージャの出方を待つことしかできねェのは癪だが……今度こそ、あの性悪ジジイを八つ裂きにしてやるぜェ！			(-戦のバクージャジャ-)結局、サレージャの出方を待つことしかできねェのは癪だが……今度こそ、あの性悪ジジイを八つ裂きにしてやるぜェ！			世界に在りて君は何を願うのか？							
