アラガーナの温厚なキキルン族は、護衛をしてくれる人を探しているようだ。			アラガーナの温厚なキキルン族は、護衛をしてくれる人を探しているようだ。			弱き者の底意地							
解放軍が協議会を開きたいと……もちろん、参加させてもらうよ。彼らはアラギリを解放してくれた、まさしく英雄だからな。			解放軍が協議会を開きたいと……もちろん、参加させてもらうよ。彼らはアラギリを解放してくれた、まさしく英雄だからな。			心で揺らぐ影							
解放軍の協議会には、ぜひ参加させてもらうよ。彼らはアラギリを解放してくれた、まさしく英雄だからな。			解放軍の協議会には、ぜひ参加させてもらうよ。彼らはアラギリを解放してくれた、まさしく英雄だからな。			心で揺らぐ影							
お客様……ってわけじゃないわよね？			お客様……ってわけじゃないわよね？			心で揺らぐ影							
ふぅん、解放軍からのお知らせね。彼らはこれから上得意のお客様になる相手だし、もちろん、参加させてもらうわ。			ふぅん、解放軍からのお知らせね。彼らはこれから上得意のお客様になる相手だし、もちろん、参加させてもらうわ。			心で揺らぐ影							
そりゃあ、帝国に支配されてたときは、帝国軍の連中とだって、仕方なく商売はしたけど……。これからは、同胞相手に堂々と商売ができて、嬉しいわ。			そりゃあ、帝国に支配されてたときは、帝国軍の連中とだって、仕方なく商売はしたけど……。これからは、同胞相手に堂々と商売ができて、嬉しいわ。			心で揺らぐ影							
これからは、同胞相手に堂々と商売ができて、嬉しいわ。			これからは、同胞相手に堂々と商売ができて、嬉しいわ。			心で揺らぐ影							
あら？　冒険者に知り合いなんていたかしら。			あら？　冒険者に知り合いなんていたかしら。			心で揺らぐ影							
解放軍からの依頼だったのね。確かに、距離を取りたくなる気持ちは……私にもあるわ。			解放軍からの依頼だったのね。確かに、距離を取りたくなる気持ちは……私にもあるわ。			心で揺らぐ影							
私は、戦で多くの友や同胞を失った。これ以上、知った顔が死んでいくのには、耐えられそうにない。……応援はしてるけど、親しくなるのが怖いのよ。			私は、戦で多くの友や同胞を失った。これ以上、知った顔が死んでいくのには、耐えられそうにない。……応援はしてるけど、親しくなるのが怖いのよ。			心で揺らぐ影							
……応援はしてるけど、親しくなるのが怖いのよ。			……応援はしてるけど、親しくなるのが怖いのよ。			心で揺らぐ影							
……何か用か？			……何か用か？			心で揺らぐ影							
解放軍か……確かに、自由になれたし感謝もしてる。だが、もし帝国軍が戻ってきたら、次は勝てるのか？後で、解放軍と親しくしていたって、密告でもされたら……。			解放軍か……確かに、自由になれたし感謝もしてる。だが、もし帝国軍が戻ってきたら、次は勝てるのか？後で、解放軍と親しくしていたって、密告でもされたら……。			心で揺らぐ影							
悪いが、情勢が落ち着くまで、そっとしておいてもらえないか。			悪いが、情勢が落ち着くまで、そっとしておいてもらえないか。			心で揺らぐ影							
戻ったか。それでは、詳しく話を聞かせてくれ。			戻ったか。それでは、詳しく話を聞かせてくれ。			心で揺らぐ影							
そうか……それが彼らの本音なのだな。帝国の支配は長く、心に落とされた影もまた濃い。			そうか……それが彼らの本音なのだな。帝国の支配は長く、心に落とされた影もまた濃い。			心で揺らぐ影							
