ヤーンの大穴のビッグスは、一息ついたようだ。			ヤーンの大穴のビッグスは、一息ついたようだ。			翼に夢を							
おい、あっちが光ったぞ！Forenameたちがいるかもしれない！			おい、あっちが光ったぞ！Forenameたちがいるかもしれない！			再び次元の狭間へ							
上等だ、いくぞ！			上等だ、いくぞ！			再び次元の狭間へ							
これがカードの効果……！？アルファ、すごいじゃないか！			これがカードの効果……！？アルファ、すごいじゃないか！			再び次元の狭間へ							
さぁて、いよいよ小細工抜きの計測ってとこか？			さぁて、いよいよ小細工抜きの計測ってとこか？			再び次元の狭間へ							
そろそろ終わりのはずだ！気を引きしめて……いくぞッ！			そろそろ終わりのはずだ！気を引きしめて……いくぞッ！			再び次元の狭間へ							
次元の狭間のシドは、準備万端のようだ。			次元の狭間のシドは、準備万端のようだ。			に、が、さ、ん							
シドたちと作戦会議をし、ひとまず被検世界シグマの攻略を開始することになった。次元の狭間の「アルファ」と話そう。一度外に出た場合は、ヤーンの大穴にいる「ガーロンド社の調査員」が、次元の狭間へ案内してくれるようだ。			シドたちと作戦会議をし、ひとまず被検世界シグマの攻略を開始することになった。次元の狭間の「アルファ」と話そう。一度外に出た場合は、ヤーンの大穴にいる「ガーロンド社の調査員」が、次元の狭間へ案内してくれるようだ。			に、が、さ、ん							
アルファと話した。しっかりと準備を整えて、被検世界シグマに乗りこみ、待ち受けるシグマIを撃破しよう！※コンテンツファインダーから攻略に参加できます。			アルファと話した。しっかりと準備を整えて、被検世界シグマに乗りこみ、待ち受けるシグマIを撃破しよう！※コンテンツファインダーから攻略に参加できます。			に、が、さ、ん							
シグマI、魔列車を撃破した。次元の狭間の調査拠点に帰還しよう。			シグマI、魔列車を撃破した。次元の狭間の調査拠点に帰還しよう。			に、が、さ、ん							
調査拠点に帰還した。次元の狭間の「シド」と話そう。			調査拠点に帰還した。次元の狭間の「シド」と話そう。			に、が、さ、ん							
シドから初戦の勝利を労われた。被検世界シグマについては、シドたちも出典を特定できないようだ。それは知る由もない世界、あるいはまだ見ぬ物語における、闘いの記録なのかもしれない。			シドから初戦の勝利を労われた。被検世界シグマについては、シドたちも出典を特定できないようだ。それは知る由もない世界、あるいはまだ見ぬ物語における、闘いの記録なのかもしれない。			に、が、さ、ん							
アルファと話す			アルファと話す			に、が、さ、ん							
「次元の狭間オメガ：シグマ編1」を攻略			「次元の狭間オメガ：シグマ編1」を攻略			に、が、さ、ん							
シドと話す			シドと話す			に、が、さ、ん							
さて……準備はこンなもんかね。さっそく被検世界「シグマ」とやらの攻略をはじめようぜ？			さて……準備はこンなもんかね。さっそく被検世界「シグマ」とやらの攻略をはじめようぜ？			に、が、さ、ん							
クエッ……。			クエッ……。			に、が、さ、ん							
「次元の狭間」での戦い、おつかれさまです！大穴の中に降りますか？			「次元の狭間」での戦い、おつかれさまです！大穴の中に降りますか？			に、が、さ、ん							
