イディルシャイアのイロアズは、冒険者に興味があるようだ。			イディルシャイアのイロアズは、冒険者に興味があるようだ。			イシュガルドのモブハント（上級）							
保全システムに報告			保全システムに報告			胞子汚染							
ザ……ザザ……付近一帯の空気に異常な量の胞子を確認。コープスフラワーから放出したものと思われます。			ザ……ザザ……付近一帯の空気に異常な量の胞子を確認。コープスフラワーから放出したものと思われます。			胞子汚染							
大気汚染が進行しています。すみやかに「コープスフラワー」を駆除してください。			大気汚染が進行しています。すみやかに「コープスフラワー」を駆除してください。			胞子汚染							
大気汚染が進行しています。すみやかに「コープスフラワー」を駆除してください。			大気汚染が進行しています。すみやかに「コープスフラワー」を駆除してください。			胞子汚染							
ザ……ザザ……コープスフラワーの反応消失を確認。お疲れさまでした。			ザ……ザザ……コープスフラワーの反応消失を確認。お疲れさまでした。			胞子汚染							
胞子の異常放出は、対象が、合成生物用の培養液を吸い上げたことが原因と判明。キメラ生成ラボにレポートを提出します……ザザ……。			胞子の異常放出は、対象が、合成生物用の培養液を吸い上げたことが原因と判明。キメラ生成ラボにレポートを提出します……ザザ……。			胞子汚染							
第III転送リングの研究システムは、静かに佇んでいる。			第III転送リングの研究システムは、静かに佇んでいる。			試作キメラ生物							
研究システムから、アラグ帝国軍将兵への協力要請を聞いた。アジス・ラーのベータ管区にいる「アラガン・キマイラ」を2体討伐しよう。			研究システムから、アラグ帝国軍将兵への協力要請を聞いた。アジス・ラーのベータ管区にいる「アラガン・キマイラ」を2体討伐しよう。			試作キメラ生物							
アラガン・キマイラを討伐した。第III転送リングの「研究システム」に報告しよう。			アラガン・キマイラを討伐した。第III転送リングの「研究システム」に報告しよう。			試作キメラ生物							
研究システムに報告した。アラガン・キマイラは、精神が不安定だったり、繁殖力を強化しすぎたりと、問題のあるキメラ生物だったようだ。			研究システムに報告した。アラガン・キマイラは、精神が不安定だったり、繁殖力を強化しすぎたりと、問題のあるキメラ生物だったようだ。			試作キメラ生物							
アラガン・キマイラを討伐			アラガン・キマイラを討伐			試作キメラ生物							
研究システムに報告			研究システムに報告			試作キメラ生物							
ザ……ザザ……キメラ生成ラボより伝達。忠実なるアラグ帝国軍将兵の諸君に、協力要請がでています。			ザ……ザザ……キメラ生成ラボより伝達。忠実なるアラグ帝国軍将兵の諸君に、協力要請がでています。			試作キメラ生物							
生体培養局から逃げ出した試作キメラ生物……「アラガン・キマイラ」が繁殖を繰り返し、増え続けています。ひとりにつき、2体の駆除をお願いいたします。			生体培養局から逃げ出した試作キメラ生物……「アラガン・キマイラ」が繁殖を繰り返し、増え続けています。ひとりにつき、2体の駆除をお願いいたします。			試作キメラ生物							
研究施設から逃げ出した合成生物……「アラガン・キマイラ」が繁殖を繰り返し増え続けています。ひとりにつき、2体の駆除をお願いいたします。			研究施設から逃げ出した合成生物……「アラガン・キマイラ」が繁殖を繰り返し増え続けています。ひとりにつき、2体の駆除をお願いいたします。			試作キメラ生物							
ザ……ザザ……アラガン・キマイラの駆除を確認。お疲れさまです、あなたのノルマは達成されました。			ザ……ザザ……アラガン・キマイラの駆除を確認。お疲れさまです、あなたのノルマは達成されました。			試作キメラ生物							
