東龍鱗橋付近のイッセは、落ち着かない様子だ。			東龍鱗橋付近のイッセは、落ち着かない様子だ。			踏み出す一歩							
昔は、川船で米を運んで生計を立てながら、たまにミズヘビを見つけたら、斧で仕留めて土産にしてたもんだ。……帝国軍がやってきて、無二江を封鎖しちまう前の話だがね。			昔は、川船で米を運んで生計を立てながら、たまにミズヘビを見つけたら、斧で仕留めて土産にしてたもんだ。……帝国軍がやってきて、無二江を封鎖しちまう前の話だがね。			変わる棲息地							
とはいえ、豊かな自然と、あんたみたいな、親切な人のおかげで、どうにか食っていけている……。ありがたい話だよ、まったくな……。			とはいえ、豊かな自然と、あんたみたいな、親切な人のおかげで、どうにか食っていけている……。ありがたい話だよ、まったくな……。			変わる棲息地							
烈士庵のユウギリは、これからについて相談したいようだ。			烈士庵のユウギリは、これからについて相談したいようだ。			我らよろず屋							
ナマイ村付近のユウギリと話す			ナマイ村付近のユウギリと話す			我らよろず屋							
ナマイ村で情報を集める			ナマイ村で情報を集める			我らよろず屋							
ユウギリと話す			ユウギリと話す			我らよろず屋							
彼らの決意は、よくわかったよ。アタシも強くなりたい……もっと……！			彼らの決意は、よくわかったよ。アタシも強くなりたい……もっと……！			我らよろず屋							
あなた方にお力添えいただけること、感謝いたします。これから、どうぞよろしくお願いいたします！			あなた方にお力添えいただけること、感謝いたします。これから、どうぞよろしくお願いいたします！			我らよろず屋							
さっそく、これからの話をしたいのだが……ふむ……。			さっそく、これからの話をしたいのだが……ふむ……。			我らよろず屋							
私は、長らくエオルゼアに渡っていたうえ、こちらに戻ってからも、ヒエン様の捜索にかかりきりだった。			私は、長らくエオルゼアに渡っていたうえ、こちらに戻ってからも、ヒエン様の捜索にかかりきりだった。			我らよろず屋							
民を信じてはいるが、彼らの状況を自ら見てはいないのだ。このままでは、再びヒエン様を訪ねるにせよ、同じ問答を繰り返すだけになる……。			民を信じてはいるが、彼らの状況を自ら見てはいないのだ。このままでは、再びヒエン様を訪ねるにせよ、同じ問答を繰り返すだけになる……。			我らよろず屋							
Forename殿、よければ私とともに、民の実情を見にいってはくれまいか……？			Forename殿、よければ私とともに、民の実情を見にいってはくれまいか……？			我らよろず屋							
貴殿はさきほど到着したばかり、私も忍びゆえ、ゴウセツほど顔を知られてはいない。身元を隠せば、蒼生の偽らざる声も聞けよう。			貴殿はさきほど到着したばかり、私も忍びゆえ、ゴウセツほど顔を知られてはいない。身元を隠せば、蒼生の偽らざる声も聞けよう。			我らよろず屋							
それ、よかったらアタシも連れてってよ！ドマの人たちがどう思っているか、知っておきたいんだ。			それ、よかったらアタシも連れてってよ！ドマの人たちがどう思っているか、知っておきたいんだ。			我らよろず屋							
ああ、こちらは大歓迎だ。私だけでは、客観を欠くこともあろう。貴殿たちの観察眼を、是非貸していただきたい。			ああ、こちらは大歓迎だ。私だけでは、客観を欠くこともあろう。貴殿たちの観察眼を、是非貸していただきたい。			我らよろず屋							
それでは、身支度を整えてから、「ナマイ村」の郊外で集合するとしよう。			それでは、身支度を整えてから、「ナマイ村」の郊外で集合するとしよう。			我らよろず屋							
ユウギリに、この衣装を着てくれって言われたんだけど……あ、足が、とてつもなく軽い……！			ユウギリに、この衣装を着てくれって言われたんだけど……あ、足が、とてつもなく軽い……！			我らよろず屋							
