レヴナンツトールのグラウムントは、冒険者に情報を提供してくれるようだ。			レヴナンツトールのグラウムントは、冒険者に情報を提供してくれるようだ。			帝国軍あざむき作戦							
この排気管の「脱出地点」から外に脱出すればいーよ。ボクちゃんは一足早く　採掘地に帰ってるーよ。クク……クククク……。			この排気管の「脱出地点」から外に脱出すればいーよ。ボクちゃんは一足早く　採掘地に帰ってるーよ。クク……クククク……。			ゾ・ガの野望を挫け							
冒険者さーん　まってたーよ！　スゴイ　スゴーイ！ゾ・ガの「新型錬金釜」を故障させるなんーてホンートに　アイツの鼻を明かせたーよ！			冒険者さーん　まってたーよ！　スゴイ　スゴーイ！ゾ・ガの「新型錬金釜」を故障させるなんーてホンートに　アイツの鼻を明かせたーよ！			ゾ・ガの野望を挫け							
Forenameさん、どうもありがとう！これでしばらくは、キャンプ・オーバールックも、奴らの「新兵器」の脅威に怯えずにすみます。			Forenameさん、どうもありがとう！これでしばらくは、キャンプ・オーバールックも、奴らの「新兵器」の脅威に怯えずにすみます。			ゾ・ガの野望を挫け							
よぉし！　これからも、どんどん嫌がらせして、武装鉱山の悪いコボルド族を、懲らしめてやりましょーっ！うおお、燃えてきたーっ！			よぉし！　これからも、どんどん嫌がらせして、武装鉱山の悪いコボルド族を、懲らしめてやりましょーっ！うおお、燃えてきたーっ！			ゾ・ガの野望を挫け							
ギ・グっ！アナタ　何やってる～の！？			ギ・グっ！アナタ　何やってる～の！？			ゾ・ガの野望を挫け							
ビ　ビ・ビっ！ひさしぶーり！			ビ　ビ・ビっ！ひさしぶーり！			ゾ・ガの野望を挫け							
……お、女の子？　コボルド族の……？ど、どちらさま？			……お、女の子？　コボルド族の……？ど、どちらさま？			ゾ・ガの野望を挫け							
紹介しまーす　カノジョーは　「ビ・ビ」っていうーの。ボクーの　幼馴染なーの。			紹介しまーす　カノジョーは　「ビ・ビ」っていうーの。ボクーの　幼馴染なーの。			ゾ・ガの野望を挫け							
ギ・グっ！　「新型錬金釜」が何者かに故障させられ～て鉱山内は　蜂の巣をつついたように大騒ぎ～よ！……犯人はアナタた～ち……そうで～しょ？			ギ・グっ！　「新型錬金釜」が何者かに故障させられ～て鉱山内は　蜂の巣をつついたように大騒ぎ～よ！……犯人はアナタた～ち……そうで～しょ？			ゾ・ガの野望を挫け							
女の勘は……鋭いわね……。			女の勘は……鋭いわね……。			ゾ・ガの野望を挫け							
ゾ・ガは　頭から湯気が出るくら～い　カンカン～よ！「絶対に犯人を探し出して　強酸性プールに沈めてやるゥー！」……って　息巻いてた～わ！			ゾ・ガは　頭から湯気が出るくら～い　カンカン～よ！「絶対に犯人を探し出して　強酸性プールに沈めてやるゥー！」……って　息巻いてた～わ！			ゾ・ガの野望を挫け							
ええっ！？　なにそれコワーイ……。			ええっ！？　なにそれコワーイ……。			ゾ・ガの野望を挫け							
ねぇ　ギ・グ　こんなことして何になる～の？ゾ・ガにいくら嫌がらせした～ってアナタの地位は高くならない～わ！　今すぐやめるべき～よ！			ねぇ　ギ・グ　こんなことして何になる～の？ゾ・ガにいくら嫌がらせした～ってアナタの地位は高くならない～わ！　今すぐやめるべき～よ！			ゾ・ガの野望を挫け							
うん　じゃあ　やめーる！嫌がらーせ　やめーる。			うん　じゃあ　やめーる！嫌がらーせ　やめーる。			ゾ・ガの野望を挫け							
ちょ、ちょっと！　何言ってんのよ！？今さら引き返せると思ってるのっ！？アンタも男なら、決めたことを最後までやりなさいよっ！			ちょ、ちょっと！　何言ってんのよ！？今さら引き返せると思ってるのっ！？アンタも男なら、決めたことを最後までやりなさいよっ！			ゾ・ガの野望を挫け							
うん　じゃあ　やーる！嫌がらーせ　これからーも　がんばーる。			うん　じゃあ　やーる！嫌がらーせ　これからーも　がんばーる。			ゾ・ガの野望を挫け							
……なん～で　アナタはいつもそうな～の？周りに流され～て　他人に頼ってばか～り……自分ってものが　ない～の？			……なん～で　アナタはいつもそうな～の？周りに流され～て　他人に頼ってばか～り……自分ってものが　ない～の？			ゾ・ガの野望を挫け							
ごめーん　じゃあ　やめーる！ビ・ビの言うとおーり　嫌がらーせ　やめるかーら……だかーら　ビ・ビ　オネガーイ！　ボクたちを　助けーて！			ごめーん　じゃあ　やめーる！ビ・ビの言うとおーり　嫌がらーせ　やめるかーら……だかーら　ビ・ビ　オネガーイ！　ボクたちを　助けーて！			ゾ・ガの野望を挫け							
……もう　知らない～っ！			……もう　知らない～っ！			ゾ・ガの野望を挫け							
ビ・ビーっ！　まってー！……ボーク　何か悪いこと……いったかーな？			ビ・ビーっ！　まってー！……ボーク　何か悪いこと……いったかーな？			ゾ・ガの野望を挫け							
「コボルド族：第789洞穴団」との友好関係が「認定」になりました。嫌がらせを成功させたことで、彼らに認められたようです。			「コボルド族：第789洞穴団」との友好関係が「認定」になりました。嫌がらせを成功させたことで、彼らに認められたようです。			ゾ・ガの野望を挫け							
これ以降、第789洞穴団の採掘地にいる「クラフトマン789 ボ・グ」より、新たな「友好部族デイリークエスト」を受注することができます。			これ以降、第789洞穴団の採掘地にいる「クラフトマン789 ボ・グ」より、新たな「友好部族デイリークエスト」を受注することができます。			ゾ・ガの野望を挫け							
また、「コボルド族のよろず屋」より、「友好関係：認定」の商品の購入ができるようになりました。今後の冒険に役立てましょう！			また、「コボルド族のよろず屋」より、「友好関係：認定」の商品の購入ができるようになりました。今後の冒険に役立てましょう！			ゾ・ガの野望を挫け							
