石の家のアルフィノは、考え込んでいるようだ。									石の家のアルフィノは、考え込んでいるようだ。	長城を越えて
そうね……でも、もう何度目なのかしら……。最後には超える力を持つ、あなたに頼ることになる。本当にごめんなさい……。									そうね……でも、もう何度目なのかしら……。最後には超える力を持つ、あなたに頼ることになる。本当にごめんなさい……。	美神ラクシュミ
でも、私にもできることはあるはず……。あなたが美神と戦っている間、アルフィノやリセと協力して、アナンタ族が備蓄しているクリスタルへの対処をしてみる。									でも、私にもできることはあるはず……。あなたが美神と戦っている間、アルフィノやリセと協力して、アナンタ族が備蓄しているクリスタルへの対処をしてみる。	美神ラクシュミ
だからお願い……。どうか、どうか必ず生きて戻って！									だからお願い……。どうか、どうか必ず生きて戻って！	美神ラクシュミ
備蓄のクリスタルについては、アルフィノとリセと協力して、どうにかしてみせる。あなたが美神を倒した後、すぐに再召喚されないようにね。									備蓄のクリスタルについては、アルフィノとリセと協力して、どうにかしてみせる。あなたが美神を倒した後、すぐに再召喚されないようにね。	美神ラクシュミ
「ジャナン・カット地下祭壇」へ移動しますか？									「ジャナン・カット地下祭壇」へ移動しますか？	美神ラクシュミ
アナンタ族が備蓄していたクリスタルは、処分しておいたよ。アリゼーが、少々手荒な方法を使ってね……。									アナンタ族が備蓄していたクリスタルは、処分しておいたよ。アリゼーが、少々手荒な方法を使ってね……。	美神ラクシュミ
……おつかれさま。無事に戻ってきてくれて、嬉しいわ。									……おつかれさま。無事に戻ってきてくれて、嬉しいわ。	美神ラクシュミ
シュー……戻りが遅いので心配していた。生きた状態で、ふたたび会えたことを嬉しく思う。									シュー……戻りが遅いので心配していた。生きた状態で、ふたたび会えたことを嬉しく思う。	美神ラクシュミ
これで少なくとも、しばらくの間は、ウィルラ派のアナンタ族が安全になったね……。									これで少なくとも、しばらくの間は、ウィルラ派のアナンタ族が安全になったね……。	美神ラクシュミ
これ以上、悲しい出来事を繰り返させないためにも、ギラバニアから、帝国軍を追い出さないと……。アタシ、頑張るよ、Forename！									これ以上、悲しい出来事を繰り返させないためにも、ギラバニアから、帝国軍を追い出さないと……。アタシ、頑張るよ、Forename！	美神ラクシュミ
サトヤ・マガのヴァジュラは、安堵しているようだ。									サトヤ・マガのヴァジュラは、安堵しているようだ。	温かな歓待
サリーシャと話す									サリーシャと話す	温かな歓待
メ・ナーゴと話す									メ・ナーゴと話す	温かな歓待
アルフィノと話す									アルフィノと話す	温かな歓待
アナンタ族が備蓄していたクリスタルは、処分しておいたよ。アリゼーが、少々手荒な方法を使ってね……。									アナンタ族が備蓄していたクリスタルは、処分しておいたよ。アリゼーが、少々手荒な方法を使ってね……。	温かな歓待
……おつかれさま。無事に戻ってきてくれて、嬉しいわ。									……おつかれさま。無事に戻ってきてくれて、嬉しいわ。	温かな歓待
アタシにも、蛮神と戦える力があればいいんだけど……。									アタシにも、蛮神と戦える力があればいいんだけど……。	温かな歓待
シュー……無事で何よりだ。神狩りの英雄の噂、本当だったようだな。ウィルラ派は、この恩を決して忘れないだろう。									シュー……無事で何よりだ。神狩りの英雄の噂、本当だったようだな。ウィルラ派は、この恩を決して忘れないだろう。	温かな歓待
ともかく、我らの巣、ウィルラ・ニリヤに戻ろう。姉妹「サリーシャ」も、お前たちの帰りを待ちわびているはずだ。									ともかく、我らの巣、ウィルラ・ニリヤに戻ろう。姉妹「サリーシャ」も、お前たちの帰りを待ちわびているはずだ。	温かな歓待
少しずつわかってきたが、ウィルラ派とカリヤナ派は、同じ美神信仰を持ちながら、考え方には大きな差があるようだ。いわば「宗派」の違いといったところだろう。									少しずつわかってきたが、ウィルラ派とカリヤナ派は、同じ美神信仰を持ちながら、考え方には大きな差があるようだ。いわば「宗派」の違いといったところだろう。	温かな歓待
